Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Product Name,Brand,Subcategory,Category,Unit Cost USD,Unit Price USD,Revenue,Cost,Profit
1858019,1,2/1/2020,,1742626,66,421,2,USD,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Desktops,Computers,215.68,469.0,938.0,431.36,506.64
1858019,2,2/1/2020,,1742626,66,453,2,USD,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Desktops,Computers,117.21,229.9,459.8,234.42,225.38000000000002
1858019,3,2/1/2020,,1742626,66,2024,9,USD,Litware Microwave 0.8CuFt E080 White,Litware,Microwaves,Home Appliances,48.43,94.99,854.91,435.87,419.03999999999996
1858020,1,2/1/2020,,2046265,43,1277,6,USD,Contoso Digital Cameras Lightweight Tripod E316 Silver,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,26.58,52.13,312.78000000000003,159.48,153.30000000000004
1858020,2,2/1/2020,,2046265,43,88,3,USD,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Bluetooth Headphones,Audio,49.69,149.99,449.97,149.07,300.90000000000003
1858020,3,2/1/2020,,2046265,43,338,1,USD,Fabrikam Laptop19W M9800 Black,Fabrikam,Laptops,Computers,397.25,1199.0,1199.0,397.25,801.75
1858022,1,2/1/2020,,738446,29,1701,1,EUR,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Boxed Games,Games and Toys,2.54,4.98,4.98,2.54,2.4400000000000004
1858022,2,2/1/2020,,738446,29,1694,3,EUR,SV Hand Games women M40 Black,Southridge Video,Boxed Games,Games and Toys,4.08,8.88,26.64,12.24,14.4
1858022,3,2/1/2020,,738446,29,1633,3,EUR,Contoso DVD 58 DVD Storage Binder M55 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",6.39,13.89,41.67,19.169999999999998,22.500000000000004
1858023,1,2/1/2020,,539150,27,65,7,EUR,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Recording Pen,Audio,83.24,181.0,1267.0,582.68,684.32
1858024,1,2/1/2020,,1420081,65,1505,3,USD,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,The Phone Company,Smart phones & PDAs,Cell phones,105.77,230.0,690.0,317.31,372.69
1858025,1,2/1/2020,,1769156,45,443,2,USD,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Desktops,Computers,160.49,349.0,698.0,320.98,377.02
1858025,2,2/1/2020,,1769156,45,1067,2,USD,"A. Datum SLR Camera 35"" M358 Pink",A. Datum,Digital SLR Cameras,Cameras and camcorders,155.43,338.0,676.0,310.86,365.14
1858025,3,2/1/2020,,1769156,45,436,7,USD,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Desktops,Computers,188.13,369.0,2583.0,1316.9099999999999,1266.0900000000001
1858025,4,2/1/2020,,1769156,45,444,1,USD,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Desktops,Computers,304.48,919.0,919.0,304.48,614.52
1858026,1,2/1/2020,,165336,1,56,3,AUD,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Recording Pen,Audio,98.07,296.0,888.0,294.21,593.79
1858027,1,2/1/2020,,454932,24,994,5,EUR,A. Datum Consumer Digital Camera M300 Silver,A. Datum,Digital Cameras,Cameras and camcorders,84.84,184.5,922.5,424.20000000000005,498.29999999999995
1858027,2,2/1/2020,,454932,24,1586,7,EUR,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,88.62,40.74,47.88
1858027,3,2/1/2020,,454932,24,446,3,EUR,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Computers,112.14,219.95,659.8499999999999,336.42,323.4299999999999
1858027,4,2/1/2020,,454932,24,422,1,EUR,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Desktops,Computers,321.05,969.0,969.0,321.05,647.95
1858027,5,2/1/2020,,454932,24,1788,2,EUR,MGS Age of Mythology: Gold Edition 2009 E144,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,86.0,43.84,42.16
1858028,1,2/1/2020,,204136,8,791,7,CAD,Contoso USB 2.0 Dock Station docking station M800 White,Contoso,Computers Accessories,Computers,13.75,29.9,209.29999999999998,96.25,113.04999999999998
1858028,2,2/1/2020,,204136,8,591,3,CAD,Contoso Projector 480p M480 White,Contoso,Projectors & Screens,Computers,116.75,229.0,687.0,350.25,336.75
1858028,3,2/1/2020,,204136,8,1436,4,CAD,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company,Touch Screen Phones,Cell phones,118.65,258.0,1032.0,474.6,557.4
1858029,1,2/1/2020,2/7/2020,91918,0,180,3,AUD,SV 8xDVD E100 Silver,Southridge Video,VCD & DVD,TV and Video,35.18,69.0,207.0,105.53999999999999,101.46000000000001
1858030,1,2/1/2020,,1484484,57,2104,2,USD,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Water Heaters,Home Appliances,131.28,257.5,515.0,262.56,252.44
1858031,1,2/1/2020,,1397593,43,1642,6,USD,Contoso DVD External DVD Burner M200 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",26.62,57.88,347.28000000000003,159.72,187.56000000000003
1858032,1,2/1/2020,,339068,9,2086,3,CAD,Contoso Water Heater 4.3GPM M1250 White,Contoso,Water Heaters,Home Appliances,403.53,877.5,2632.5,1210.59,1421.91
1858032,2,2/1/2020,,339068,9,1434,2,CAD,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,The Phone Company,Touch Screen Phones,Cell phones,123.24,268.0,536.0,246.48,289.52
1858032,3,2/1/2020,,339068,9,1602,1,CAD,SV DVD 12-Inch Player Portable M400 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",82.77,179.99,179.99,82.77,97.22000000000001
1858032,4,2/1/2020,,339068,9,1343,2,CAD,Contoso Integrated Business Phone L08 Black,Contoso,Home & Office Phones,Cell phones,10.27,31.0,62.0,20.54,41.46
1858033,1,2/1/2020,,1924903,64,59,3,USD,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Recording Pen,Audio,79.53,156.0,468.0,238.59,229.41
1858033,2,2/1/2020,,1924903,64,326,2,USD,SV Car Video TFT7 M7000 Brown,Southridge Video,Car Video,TV and Video,152.44,299.0,598.0,304.88,293.12
1858033,3,2/1/2020,,1924903,64,188,4,USD,SV 16xDVD M350 Silver,Southridge Video,VCD & DVD,TV and Video,53.76,116.9,467.6,215.04,252.56000000000003
1858033,4,2/1/2020,,1924903,64,1594,2,USD,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,19.98,10.18,9.8
1858033,5,2/1/2020,,1924903,64,1315,1,USD,Contoso Conversion Lens M550 Pink,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,94.27,205.0,205.0,94.27,110.73
1858033,6,2/1/2020,,1924903,64,1104,1,USD,Contoso SLR Camera X146 Orange,Contoso,Digital SLR Cameras,Cameras and camcorders,141.47,427.0,427.0,141.47,285.53
1858033,7,2/1/2020,,1924903,64,1796,1,USD,MGS Rise of Nations2009 E152,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,43.0,21.92,21.08
1858034,1,2/1/2020,,1963081,56,1667,5,USD,MGS Hand Games for kids E300 Black,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,27.5,14.0,13.5
1858034,2,2/1/2020,,1963081,56,404,4,USD,Proseware Laptop19 X910 Black,Proseware,Laptops,Computers,430.38,1299.0,5196.0,1721.52,3474.48
1858034,3,2/1/2020,,1963081,56,1495,2,USD,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,Smart phones & PDAs,Cell phones,105.77,230.0,460.0,211.54,248.46
1858035,1,2/1/2020,,1754192,53,89,6,USD,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Bluetooth Headphones,Audio,49.69,149.99,899.94,298.14,601.8000000000001
1858035,2,2/1/2020,,1754192,53,1547,1,USD,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,Smart phones & PDAs,Cell phones,117.27,255.0,255.0,117.27,137.73000000000002
1858035,3,2/1/2020,,1754192,53,1337,3,USD,Contoso Expandable1-Handset Cordless Phone System M207 Black,Contoso,Home & Office Phones,Cell phones,21.82,47.44,142.32,65.46000000000001,76.85999999999999
1858038,1,2/1/2020,,1857436,65,1637,1,USD,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,17.99,8.27,9.719999999999999
1858039,1,2/1/2020,,811059,32,1603,2,EUR,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",56.08,109.99,219.98,112.16,107.82
1858039,2,2/1/2020,,811059,32,1394,1,EUR,Contoso behind Centrex X15 Grey,Contoso,Home & Office Phones,Cell phones,16.56,49.99,49.99,16.56,33.43000000000001
1858040,1,2/1/2020,,1897818,57,941,1,USD,SV PCI Network Adapter E903 Silver,Southridge Video,Computers Accessories,Computers,21.41,41.99,41.99,21.41,20.580000000000002
1858040,2,2/1/2020,,1897818,57,436,1,USD,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Desktops,Computers,188.13,369.0,369.0,188.13,180.87
1858040,3,2/1/2020,,1897818,57,50,6,USD,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Recording Pen,Audio,91.95,199.95,1199.6999999999998,551.7,647.9999999999998
1858042,1,2/1/2020,,1105607,37,1309,3,GBP,Contoso Digital Camera/Camcorder USB Cable E324 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,14.28,28.0,84.0,42.839999999999996,41.160000000000004
1858042,2,2/1/2020,,1105607,37,734,7,GBP,Proseware Duplex Scanner M200 Green,Proseware,"Printers, Scanners & Fax",Computers,68.52,149.0,1043.0,479.64,563.36
1858043,1,2/1/2020,,556871,21,1427,7,EUR,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,Touch Screen Phones,Cell phones,105.77,230.0,1610.0,740.39,869.61
1858044,1,2/1/2020,,816104,32,1563,2,EUR,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,The Phone Company,Smart phones & PDAs,Cell phones,123.24,268.0,536.0,246.48,289.52
1858044,2,2/1/2020,,816104,32,449,1,EUR,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Desktops,Computers,160.49,349.0,349.0,160.49,188.51
1858044,3,2/1/2020,,816104,32,1668,1,EUR,MGS Hand Games for students E400 Black,Tailspin Toys,Boxed Games,Games and Toys,3.56,6.99,6.99,3.56,3.43
1858044,4,2/1/2020,,816104,32,1641,1,EUR,Contoso DVD 55DVD Storage Binder M56 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,12.66,5.82,6.84
1858045,1,2/1/2020,,1367711,44,425,4,USD,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Desktops,Computers,188.13,369.0,1476.0,752.52,723.48
1858045,2,2/1/2020,,1367711,44,417,1,USD,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Desktops,Computers,275.46,599.0,599.0,275.46,323.54
1858045,3,2/1/2020,,1367711,44,426,1,USD,Adventure Works Desktop PC1.80 ED182 Black,Adventure Works,Desktops,Computers,254.86,499.9,499.9,254.86,245.03999999999996
1858045,4,2/1/2020,,1367711,44,1695,5,USD,SV Hand Games for 12-16 boys E60 Black,Southridge Video,Boxed Games,Games and Toys,2.54,4.98,24.900000000000002,12.7,12.200000000000003
1859000,1,2/2/2020,,638156,13,587,2,EUR,Contoso Projector 1080p X980 White,Contoso,Projectors & Screens,Computers,760.38,2295.0,4590.0,1520.76,3069.24
1859000,2,2/2/2020,,638156,13,65,1,EUR,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Recording Pen,Audio,83.24,181.0,181.0,83.24,97.76
1859001,1,2/2/2020,,1238419,45,418,3,USD,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Desktops,Computers,137.63,269.95,809.8499999999999,412.89,396.9599999999999
1859002,1,2/2/2020,,1686814,50,2115,2,USD,Contoso Water Heater 4.3GPM M1250 Yellow,Contoso,Water Heaters,Home Appliances,403.53,877.5,1755.0,807.06,947.94
1859003,1,2/2/2020,,1256860,61,1701,1,USD,SV Hand Games for 12-16 boys E60 Red,Southridge Video,Boxed Games,Games and Toys,2.54,4.98,4.98,2.54,2.4400000000000004
1859003,2,2/2/2020,,1256860,61,2515,3,USD,Contoso In-Line Coupler E180 White,Contoso,Cell phones Accessories,Cell phones,1.71,3.35,10.05,5.13,4.920000000000001
1859003,3,2/2/2020,,1256860,61,1580,2,USD,SV DVD Recorder L230 Grey,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,438.0,145.12,292.88
1860000,1,2/3/2020,,1215693,44,52,1,USD,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,91.95,199.95,199.95,91.95,107.99999999999999
1860000,2,2/3/2020,,1215693,44,1490,3,USD,The Phone Company Smart phones without camera E100 White,The Phone Company,Smart phones & PDAs,Cell phones,65.77,129.0,387.0,197.31,189.69
1860001,1,2/3/2020,,799323,29,1091,4,EUR,"Contoso SLR Camera 35"" M358 Silver Grey",Contoso,Digital SLR Cameras,Cameras and camcorders,164.63,358.0,1432.0,658.52,773.48
1860002,1,2/3/2020,,1106029,37,1587,2,GBP,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,35.98,16.54,19.439999999999998
1860002,2,2/3/2020,,1106029,37,59,4,GBP,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Recording Pen,Audio,79.53,156.0,624.0,318.12,305.88
1860003,1,2/3/2020,,34143,5,1518,2,AUD,The Phone Company Smart phones Expert M400 Gold,The Phone Company,Smart phones & PDAs,Cell phones,137.96,300.0,600.0,275.92,324.08
1860003,2,2/3/2020,,34143,5,489,4,AUD,Adventure Works LCD24 X300 Black,Adventure Works,Monitors,Computers,271.35,819.0,3276.0,1085.4,2190.6
1860003,3,2/3/2020,,34143,5,1211,1,AUD,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,Fabrikam,Camcorders,Cameras and camcorders,390.88,850.0,850.0,390.88,459.12
1860004,1,2/3/2020,,1797885,47,2112,3,USD,Contoso Water Heater 4.0GPM M1250 Red,Contoso,Water Heaters,Home Appliances,363.75,791.0,2373.0,1091.25,1281.75
1860004,2,2/3/2020,,1797885,47,410,2,USD,Proseware Laptop19W X910 White,Proseware,Laptops,Computers,430.38,1299.0,2598.0,860.76,1737.24
1860004,3,2/3/2020,,1797885,47,452,2,USD,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Desktops,Computers,112.14,219.95,439.9,224.28,215.61999999999998
1860005,1,2/3/2020,,1366124,59,972,4,USD,A. Datum Compact Digital Camera M200 Pink,A. Datum,Digital Cameras,Cameras and camcorders,59.32,129.0,516.0,237.28,278.72
1860005,2,2/3/2020,,1366124,59,1215,3,USD,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,Fabrikam,Camcorders,Cameras and camcorders,81.57,160.0,480.0,244.70999999999998,235.29000000000002
1860005,3,2/3/2020,,1366124,59,1477,4,USD,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Smart phones & PDAs,Cell phones,122.78,267.0,1068.0,491.12,576.88
1860005,4,2/3/2020,,1366124,59,1575,6,USD,SV DVD Player M140 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",28.05,60.99,365.94,168.3,197.64
1860007,1,2/3/2020,,408295,26,1413,3,EUR,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,The Phone Company,Touch Screen Phones,Cell phones,137.5,299.0,897.0,412.5,484.5
1860007,2,2/3/2020,,408295,26,1781,1,EUR,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,43.0,21.92,21.08
1860008,1,2/3/2020,,590960,22,795,3,EUR,Contoso Reserve Pen - Tablet Pen E200 White,Contoso,Computers Accessories,Computers,7.09,13.9,41.7,21.27,20.430000000000003
1860010,1,2/3/2020,,655010,15,403,2,EUR,WWI Laptop15 M0150 Blue,Wide World Importers,Laptops,Computers,321.44,699.0,1398.0,642.88,755.12
1860010,2,2/3/2020,,655010,15,1665,1,EUR,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Boxed Games,Games and Toys,2.54,4.99,4.99,2.54,2.45
1860010,3,2/3/2020,,655010,15,2375,2,EUR,Contoso Air conditioner 5200BTU E0100 Grey,Contoso,Air Conditioners,Home Appliances,56.08,109.99,219.98,112.16,107.82
1860011,1,2/3/2020,,1069041,39,109,1,GBP,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Bluetooth Headphones,Audio,61.16,132.99,132.99,61.16,71.83000000000001
1860011,2,2/3/2020,,1069041,39,435,7,GBP,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,Desktops,Computers,137.63,269.95,1889.6499999999999,963.41,926.2399999999999
1860012,1,2/3/2020,,2048264,61,929,1,USD,SV 512MB Laptop memory E800 Black,Southridge Video,Computers Accessories,Computers,17.33,33.99,33.99,17.33,16.660000000000004
1860012,2,2/3/2020,,2048264,61,1639,1,USD,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",5.09,9.99,9.99,5.09,4.9
1860012,3,2/3/2020,,2048264,61,2182,1,USD,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,Fabrikam,Coffee Machines,Home Appliances,546.68,1650.0,1650.0,546.68,1103.3200000000002
1860013,1,2/3/2020,,449672,24,519,2,EUR,WWI LCD22 M2002 Black,Wide World Importers,Monitors,Computers,205.09,619.0,1238.0,410.18,827.8199999999999
1860013,2,2/3/2020,,449672,24,177,5,EUR,SV 8xDVD E130 Black,Southridge Video,VCD & DVD,TV and Video,29.01,56.9,284.5,145.05,139.45
1860013,3,2/3/2020,,449672,24,510,2,EUR,Adventure Works LCD19W M100 White,Adventure Works,Monitors,Computers,82.32,179.0,358.0,164.64,193.36
1860014,1,2/3/2020,,1598894,48,1631,2,USD,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,25.32,11.64,13.68
1860015,1,2/3/2020,,1442358,66,1172,2,USD,Fabrikam Budget Moviemaker 1'' 25mm E400 White,Fabrikam,Camcorders,Cameras and camcorders,215.15,422.0,844.0,430.3,413.7
1860018,1,2/3/2020,,2013811,56,1439,1,USD,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,Touch Screen Phones,Cell phones,138.42,301.0,301.0,138.42,162.58
1860020,1,2/3/2020,2/7/2020,318935,0,1563,3,CAD,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,The Phone Company,Smart phones & PDAs,Cell phones,123.24,268.0,804.0,369.71999999999997,434.28000000000003
1861000,1,2/4/2020,2/7/2020,1802406,0,1699,4,USD,SV Hand Games men M30 Red,Southridge Video,Boxed Games,Games and Toys,3.16,6.88,27.52,12.64,14.879999999999999
1861000,2,2/4/2020,2/7/2020,1802406,0,34,7,USD,Contoso 4GB Portable MP3 Player M450 Black,Contoso,MP4&MP3,Audio,48.92,95.95,671.65,342.44,329.21
1861000,3,2/4/2020,2/7/2020,1802406,0,1449,5,USD,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Touch Screen Phones,Cell phones,137.96,300.0,1500.0,689.8000000000001,810.1999999999999
1861001,1,2/4/2020,2/8/2020,401266,0,1604,1,EUR,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",86.14,259.99,259.99,86.14,173.85000000000002
1861001,2,2/4/2020,2/8/2020,401266,0,602,2,EUR,Contoso Projector 720p M621 Silver,Contoso,Projectors & Screens,Computers,459.4,999.0,1998.0,918.8,1079.2
1861001,3,2/4/2020,2/8/2020,401266,0,2492,4,EUR,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,99.96,50.96,48.99999999999999
1861001,4,2/4/2020,2/8/2020,401266,0,147,5,EUR,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,Televisions,TV and Video,960.82,2899.99,14499.949999999999,4804.1,9695.849999999999
1861001,5,2/4/2020,2/8/2020,401266,0,1025,5,EUR,A. Datum SLR-like Digital Camera M400 Green,A. Datum,Digital Cameras,Cameras and camcorders,90.55,196.9,984.5,452.75,531.75
1861002,1,2/4/2020,,1628237,59,1811,10,USD,MGS Bicycle Casino Games2009 E167,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,320.0,163.1,156.9
1861003,1,2/4/2020,,765944,29,1601,1,EUR,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",73.57,159.99,159.99,73.57,86.42000000000002
1861003,2,2/4/2020,,765944,29,1586,1,EUR,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,12.66,5.82,6.84
1861003,3,2/4/2020,,765944,29,1002,1,EUR,A. Datum Slim Digital Camera M180 Orange,A. Datum,Digital Cameras,Cameras and camcorders,68.06,148.0,148.0,68.06,79.94
1861003,4,2/4/2020,,765944,29,1745,1,EUR,MGS MechWarrior 4 Mach Packs X100,Tailspin Toys,Download Games,Games and Toys,36.11,109.0,109.0,36.11,72.89
1861004,1,2/4/2020,,1136319,38,433,1,GBP,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,Desktops,Computers,321.05,969.0,969.0,321.05,647.95
1861004,2,2/4/2020,,1136319,38,1672,1,GBP,MGS Hand Games for Office worker L299 Black,Tailspin Toys,Boxed Games,Games and Toys,5.6,16.89,16.89,5.6,11.290000000000001
1861004,3,2/4/2020,,1136319,38,433,7,GBP,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,Desktops,Computers,321.05,969.0,6783.0,2247.35,4535.65
1861004,4,2/4/2020,,1136319,38,488,4,GBP,Proseware CRT15 E10 White,Proseware,Monitors,Computers,24.98,49.0,196.0,99.92,96.08
1861005,1,2/4/2020,,1255805,51,100,1,USD,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,Bluetooth Headphones,Audio,55.18,120.0,120.0,55.18,64.82
1861005,2,2/4/2020,,1255805,51,1191,4,USD,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",Fabrikam,Camcorders,Cameras and camcorders,81.57,160.0,640.0,326.28,313.72
1861006,1,2/4/2020,2/6/2020,318123,0,2113,1,CAD,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Water Heaters,Home Appliances,258.99,508.0,508.0,258.99,249.01
1861006,2,2/4/2020,2/6/2020,318123,0,1481,6,CAD,The Phone Company Microsoft Windows Mobile M200 Grey,The Phone Company,Smart phones & PDAs,Cell phones,105.31,229.0,1374.0,631.86,742.14
1861006,3,2/4/2020,2/6/2020,318123,0,1663,1,CAD,MGS Hand Games men M300 Yellow,Tailspin Toys,Boxed Games,Games and Toys,3.17,6.89,6.89,3.17,3.7199999999999998
1861007,1,2/4/2020,,721118,30,1633,2,EUR,Contoso DVD 58 DVD Storage Binder M55 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",6.39,13.89,27.78,12.78,15.000000000000002
